1290	0	0	0	0	0	0	0	0	6
1300	0	0	0	0	0	0	0	1	9
1310	0	0	0	0	0	0	0	0	11
1320	0	0	0	0	1	0	0	1	5
1330	0	0	0	0	0	0	0	0	3
1340	0	0	0	0	0	0	0	0	8
1350	0	0	0	0	0	0	0	0	2
1360	0	0	0	0	0	0	0	1	2
1370	0	0	0	0	0	0	0	0	5
1380	0	0	0	0	0	0	0	1	5
1390	0	0	0	0	0	0	0	1	3
1400	0	0	0	0	0	0	0	0	0
1410	0	0	0	0	0	1	0	0	4
1420	0	0	0	0	0	0	0	0	1
1430	0	0	0	0	0	0	0	0	2
1440	0	0	0	0	0	0	0	0	2
1450	0	0	0	0	0	0	0	0	2
1460	0	0	0	0	1	0	0	0	1
1470	0	0	0	0	0	0	0	0	2
1480	0	0	0	0	0	0	0	0	3
1490	0	0	0	0	0	0	0	0	1
1500	0	0	0	0	0	0	0	0	1
1510	0	0	0	0	0	0	0	0	3
1520	0	0	0	0	0	0	0	0	0
1530	0	0	0	0	0	0	0	0	1
1540	0	0	0	0	0	0	0	0	1
1550	0	0	0	0	0	0	0	0	1
1560	0	0	0	0	0	0	0	0	2
1570	0	0	0	0	0	0	0	0	2
1580	0	0	0	0	0	0	0	0	2
1590	0	0	0	0	0	0	0	0	0
1600	0	0	0	0	0	0	0	0	0
1610	0	0	0	0	0	0	0	0	2
1620	0	0	0	0	0	0	0	0	0
1630	0	0	0	0	0	0	0	0	1
1640	0	0	0	0	0	0	0	0	1
1650	0	0	0	0	0	0	0	0	1
1660	0	0	0	0	0	0	0	0	0
1670	0	0	0	0	0	1	0	0	0
1680	0	0	0	0	0	0	0	0	0
1690	0	0	0	0	0	0	0	0	1
1700	0	0	0	0	0	0	0	0	0
1710	0	0	0	0	0	0	0	0	0
1720	0	0	0	0	0	0	0	0	0
1730	0	0	0	0	0	0	0	0	1
1740	0	0	0	0	0	0	0	0	1
1750	0	1	0	0	0	0	0	0	0
1760	0	0	0	0	0	0	0	0	0
1770	0	0	0	0	0	0	0	0	0
1780	0	0	0	0	0	0	0	0	0
1790	0	0	0	0	0	0	0	0	0
1800	0	0	0	0	0	0	0	0	0
1810	0	0	0	0	0	0	0	0	0
1820	0	0	0	0	0	0	0	0	0
1830	0	0	0	0	0	0	0	0	0
1840	0	0	0	0	0	0	0	0	0
1850	0	0	0	0	0	0	0	0	0
1860	0	0	0	0	0	0	0	0	0
1870	0	0	0	0	0	0	0	0	0
1880	0	0	0	0	0	0	0	0	0
1890	0	0	0	0	0	0	0	0	0
1900	0	0	0	0	0	0	0	0	0
1910	0	0	0	0	0	0	0	0	0
1920	0	0	0	0	0	0	0	0	0
1930	0	0	0	0	0	0	0	0	0
1940	1	0	0	0	0	0	0	0	0
