0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	0	0
30	0	0	0	0	0	0	0	0	0
40	0	0	0	0	0	0	0	0	0
50	0	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	0
70	0	0	0	0	0	0	0	0	0
80	0	0	0	0	0	0	0	0	0
90	0	0	0	0	0	0	0	0	0
100	0	0	0	0	0	0	0	0	0
110	0	0	0	0	0	0	0	0	0
120	0	0	0	0	0	0	0	0	0
130	0	0	0	0	0	0	0	0	0
140	0	0	0	0	0	0	0	0	0
150	0	0	0	0	0	0	0	0	0
160	0	0	0	0	0	0	0	0	0
170	0	0	0	0	0	0	0	0	0
180	0	0	0	0	0	0	0	0	0
190	0	0	0	0	0	0	0	0	0
200	0	0	0	0	0	0	0	0	0
210	0	0	0	0	0	0	0	0	0
220	0	0	0	0	0	0	0	0	0
230	0	0	0	0	0	0	0	0	0
240	0	0	0	0	0	0	0	0	0
250	0	0	0	0	0	0	0	0	0
260	0	0	0	0	0	0	0	0	0
270	0	0	0	0	0	0	0	0	0
280	0	0	0	3	0	0	0	0	0
290	0	0	0	412	0	0	0	0	0
300	0	0	0	1309	0	0	0	0	0
310	0	0	0	887	0	0	0	0	0
320	0	0	0	1440	0	0	0	0	0
330	0	0	0	1367	0	0	0	0	0
340	0	0	0	794	0	0	0	0	0
350	23	3	1	666	0	0	0	0	0
360	179	30	71	461	0	0	0	0	0
370	237	112	350	226	0	0	15	0	0
380	359	195	511	114	16	0	150	0	0
390	658	358	656	70	246	0	186	0	0
400	586	420	765	58	454	0	314	0	0
410	662	566	940	46	488	0	562	0	0
420	657	524	893	26	804	0	540	0	0
430	555	573	757	20	808	0	521	0	0
440	609	570	647	19	732	0	476	0	0
450	587	556	514	10	773	0	465	0	0
460	590	615	362	10	716	0	432	0	0
470	600	528	326	14	584	0	500	0	0
480	426	630	195	9	621	0	536	0	0
490	295	483	141	6	472	0	556	0	0
500	247	386	124	3	371	4	660	0	0
510	180	342	108	0	265	58	532	0	0
520	128	250	105	5	185	244	434	0	0
530	84	195	58	1	123	273	324	0	0
540	64	134	49	2	88	472	198	0	0
550	43	116	57	1	48	604	146	0	0
560	40	82	39	3	39	685	76	0	0
570	29	48	35	1	29	801	60	17	0
580	17	42	26	1	15	792	41	64	0
590	22	34	28	1	20	726	34	106	0
600	9	38	17	1	19	675	32	240	0
610	12	17	12	1	11	641	27	318	0
620	10	17	19	1	9	501	19	360	0
630	12	16	24	0	7	357	22	414	0
640	12	14	13	0	8	282	11	478	0
650	10	14	9	1	6	205	7	539	0
660	3	12	10	1	4	134	11	437	0
670	4	7	13	0	2	85	5	429	0
680	4	2	14	0	4	70	6	423	0
690	5	7	15	0	4	64	6	353	0
700	1	6	11	0	1	47	5	360	0
710	3	7	8	0	2	48	9	419	0
720	4	2	5	3	1	26	5	468	0
730	3	4	5	0	2	22	6	450	0
740	3	4	8	0	2	28	4	384	1
750	1	4	4	0	3	14	3	354	3
760	3	0	5	0	0	16	5	279	4
770	0	1	6	1	1	14	2	225	15
780	0	5	2	1	2	14	2	192	36
790	2	2	7	0	1	8	7	129	59
800	2	4	1	0	3	3	5	102	84
810	0	2	1	0	2	5	2	89	117
820	2	2	3	0	1	10	2	52	140
830	2	1	0	0	0	7	2	46	147
840	2	2	1	1	3	7	3	37	173
850	2	1	3	1	0	5	3	39	215
860	1	2	2	0	0	2	4	24	235
870	2	2	2	0	0	4	1	25	240
880	0	1	1	0	0	4	1	18	241
890	0	2	2	0	0	4	5	17	262
900	1	2	1	1	0	3	1	17	254
910	0	0	2	0	0	1	2	11	262
920	1	0	2	0	0	3	2	10	262
930	0	1	1	0	0	2	1	6	287
940	1	1	1	0	1	4	0	6	279
950	0	1	1	0	0	0	1	5	283
960	1	0	2	0	1	0	1	5	285
970	1	0	0	0	0	2	1	3	263
980	0	1	0	0	0	2	0	3	281
990	1	1	1	0	0	3	2	1	260
1000	0	0	1	0	0	0	1	5	259
1010	0	0	1	1	0	1	0	4	297
1020	0	0	0	0	0	0	0	2	334
1030	0	0	1	0	0	1	2	0	296
1040	1	0	1	0	0	0	1	2	305
1050	0	0	0	0	1	0	0	1	268
1060	1	2	0	0	0	2	0	2	220
1070	0	0	0	0	0	0	0	2	196
1080	0	0	0	0	0	1	2	4	203
1090	0	0	0	0	0	1	1	0	176
1100	0	0	1	0	0	1	0	3	131
1110	0	0	1	0	0	0	0	1	113
1120	0	0	0	0	0	2	0	1	79
1130	0	0	1	0	0	2	0	1	66
1140	0	0	0	0	0	0	0	1	41
1150	0	0	0	0	0	0	0	5	40
1160	0	0	0	0	0	1	0	1	30
1170	0	0	0	0	0	1	0	1	28
1180	0	0	0	0	0	0	0	1	21
1190	0	0	0	0	0	0	0	0	24
1200	0	0	0	0	0	1	1	0	12
1210	0	0	0	0	0	0	0	0	16
1220	0	0	0	0	0	0	0	2	15
1230	0	0	0	0	0	0	0	0	8
1240	0	0	0	0	0	0	0	1	12
1250	0	0	1	0	0	2	0	0	1
1260	0	0	0	0	0	0	0	0	5
1270	0	0	0	0	0	1	0	0	8
1280	0	0	0	1	0	0	0	0	9
