#	1Replica	2Replicas	3Rpelicas
780	0	0	0
790	0.0001388888889	0	0
800	0.001944444444	0	0
810	0.01041666667	0	0
820	0.02666666667	0	0
830	0.04597222222	0	0
840	0.07166666667	0	0
850	0.1047222222	0	0
860	0.1338888889	0	0
870	0.1645833333	0	0
880	0.1966666667	0	0
890	0.2419444444	0	0
900	0.2980555556	0	0
910	0.365	0	0
920	0.4251388889	0	0
930	0.4818055556	0	0
940	0.5269444444	0	0
950	0.5672222222	0	0
960	0.60375	0	0
970	0.6384722222	0	0
980	0.67	0	0
990	0.6952777778	0	0
1000	0.7191666667	0	0
1010	0.7375	0	0
1020	0.7533333333	0	0
1030	0.7686111111	0	0
1040	0.7823611111	0	0
1050	0.7961111111	0	0
1060	0.8093055556	0	0
1070	0.8163888889	0	0
1080	0.8270833333	0	0
1090	0.8366666667	0.0001388888889	0
1100	0.845	0.0002777777778	0
1110	0.8536111111	0.002083333333	0
1120	0.85875	0.004444444444	0
1130	0.8643055556	0.01	0
1140	0.8690277778	0.01666666667	0
1150	0.8731944444	0.02916666667	0
1160	0.8775	0.05541666667	0
1170	0.8838888889	0.09111111111	0
1180	0.8877777778	0.1344444444	0
1190	0.8926388889	0.1805555556	0
1200	0.8969444444	0.2195833333	0
1210	0.9005555556	0.2591666667	0
1220	0.9041666667	0.30125	0
1230	0.9072222222	0.3452777778	0
1240	0.9118055556	0.3884722222	0
1250	0.9163888889	0.4301388889	0
1260	0.9194444444	0.4658333333	0
1270	0.9225	0.4929166667	0
1280	0.9256944444	0.5206944444	0
1290	0.9293055556	0.5476388889	0
1300	0.9319444444	0.5716666667	0
1310	0.9341666667	0.5951388889	0
1320	0.9352777778	0.6176388889	0
1330	0.9375	0.6420833333	0
1340	0.9388888889	0.665	0
1350	0.9406944444	0.6830555556	0
1360	0.9458333333	0.6980555556	0
1370	0.9505555556	0.7151388889	0
1380	0.9529166667	0.7308333333	0
1390	0.9554166667	0.7425	0
1400	0.9572222222	0.7556944444	0
1410	0.9583333333	0.7669444444	0
1420	0.9597222222	0.7780555556	0
1430	0.9611111111	0.7890277778	0
1440	0.9625	0.8008333333	0
1450	0.9640277778	0.8098611111	0
1460	0.9652777778	0.8201388889	0
1470	0.9672222222	0.8276388889	0
1480	0.9684722222	0.8334722222	0
1490	0.9694444444	0.8393055556	0
1500	0.97	0.8444444444	0
1510	0.9715277778	0.8488888889	0
1520	0.9727777778	0.8545833333	0
1530	0.9734722222	0.8602777778	0
1540	0.9744444444	0.8652777778	0
1550	0.9748611111	0.8715277778	0
1560	0.9754166667	0.8766666667	0.0001388888889
1570	0.9759722222	0.8829166667	0.001805555556
1580	0.9765277778	0.8886111111	0.005833333333
1590	0.9770833333	0.8929166667	0.01722222222
1600	0.9775	0.8968055556	0.03777777778
1610	0.9776388889	0.9008333333	0.06430555556
1620	0.9779166667	0.9040277778	0.1006944444
1630	0.9780555556	0.9069444444	0.1345833333
1640	0.9783333333	0.9094444444	0.1658333333
1650	0.9786111111	0.9122222222	0.1980555556
1660	0.9786111111	0.91625	0.2302777778
1670	0.97875	0.9181944444	0.2622222222
1680	0.9791666667	0.92	0.2873611111
1690	0.9795833333	0.9227777778	0.3081944444
1700	0.9797222222	0.9238888889	0.3341666667
1710	0.98	0.92625	0.3622222222
1720	0.9801388889	0.9281944444	0.40125
1730	0.9804166667	0.9295833333	0.4519444444
1740	0.9806944444	0.93	0.5140277778
1750	0.9811111111	0.9319444444	0.5679166667
1760	0.9811111111	0.9333333333	0.6125
1770	0.9813888889	0.9348611111	0.6491666667
1780	0.9813888889	0.9368055556	0.6808333333
1790	0.9813888889	0.9377777778	0.7063888889
1800	0.9815277778	0.9390277778	0.7277777778
1810	0.9816666667	0.9405555556	0.7490277778
1820	0.9816666667	0.9418055556	0.7673611111
1830	0.9816666667	0.9434722222	0.7841666667
1840	0.9816666667	0.9443055556	0.8006944444
1850	0.9820833333	0.9454166667	0.8156944444
1860	0.9822222222	0.9466666667	0.8358333333
1870	0.9823611111	0.9480555556	0.8511111111
1880	0.9823611111	0.9497222222	0.8629166667
1890	0.9823611111	0.9505555556	0.8731944444
1900	0.9823611111	0.9515277778	0.8843055556
1910	0.9823611111	0.9519444444	0.8913888889
1920	0.9823611111	0.9534722222	0.8994444444
1930	0.9823611111	0.9541666667	0.9054166667
1940	0.9825	0.955	0.9111111111
1950	0.9826388889	0.9563888889	0.9172222222
1960	0.9827777778	0.9577777778	0.9219444444
1970	0.9829166667	0.9595833333	0.9269444444
1980	0.9831944444	0.9608333333	0.9318055556
