0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0
20	0	0	0	0	0	0	0	0	0
30	0	0	0	0	0	0	0	0	0
40	0	0	0	0	0	0	0	0	0
50	0	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	0
70	0	0	0	0	0	0	0	0	0
80	0	0	0	0	0	0	0	0	0
90	0	0	0	0	0	0	0	0	0
100	0	0	0	0	0	0	0	0	0
110	0	0	0	0	0	0	0	0	0
120	0	0	0	0	0	0	0	0	0
130	0	0	0	0	0	0	0	0	0
140	0	0	0	0	0	0	0	0	0
150	0	0	0	0	0	0	0	0	0
160	0	0	0	0	0	0	0	0	0
170	0	0	0	0	0	0	0	0	0
180	0	0	0	0	0	0	0	0	0
190	0	0	0	0	0	0	0	0	0
200	0	0	0	0	0	0	0	0	0
210	0	0	0	0	0	0	0	0	0
220	0	0	0	0	0	0	0	0	0
230	0	0	0	0	0	0	0	0	0
240	0	0	0	0	0	0	0	0	0
250	0	0	0	0	0	0	0	0	0
260	0	0	0	0	0	0	0	0	0
270	0	0	0	0	0	0	0	0	0
280	0	0	0	0.000375	0	0	0	0	0
290	0	0	0	0.051875	0	0	0	0	0
300	0	0	0	0.2155	0	0	0	0	0
310	0	0	0	0.326375	0	0	0	0	0
320	0	0	0	0.506375	0	0	0	0	0
330	0	0	0	0.67725	0	0	0	0	0
340	0	0	0	0.7765	0	0	0	0	0
350	0.002875	0.000375	0.000125	0.85975	0	0	0	0	0
360	0.02525	0.004125	0.009	0.917375	0	0	0	0	0
370	0.054875	0.018125	0.05275	0.945625	0	0	0.001875	0	0
380	0.09975	0.0425	0.116625	0.959875	0.002	0	0.020625	0	0
390	0.182	0.08725	0.198625	0.968625	0.03275	0	0.043875	0	0
400	0.25525	0.13975	0.29425	0.975875	0.0895	0	0.083125	0	0
410	0.338	0.2105	0.41175	0.981625	0.1505	0	0.153375	0	0
420	0.420125	0.276	0.523375	0.984875	0.251	0	0.220875	0	0
430	0.4895	0.347625	0.618	0.987375	0.352	0	0.286	0	0
440	0.565625	0.418875	0.698875	0.98975	0.4435	0	0.3455	0	0
450	0.639	0.488375	0.763125	0.991	0.540125	0	0.403625	0	0
460	0.71275	0.56525	0.808375	0.99225	0.629625	0	0.457625	0	0
470	0.78775	0.63125	0.849125	0.994	0.702625	0	0.520125	0	0
480	0.841	0.71	0.8735	0.995125	0.78025	0	0.587125	0	0
490	0.877875	0.770375	0.891125	0.995875	0.83925	0	0.656625	0	0
500	0.90875	0.818625	0.906625	0.99625	0.885625	0.0005	0.739125	0	0
510	0.93125	0.861375	0.920125	0.99625	0.91875	0.00775	0.805625	0	0
520	0.94725	0.892625	0.93325	0.996875	0.941875	0.03825	0.859875	0	0
530	0.95775	0.917	0.9405	0.997	0.95725	0.072375	0.900375	0	0
540	0.96575	0.93375	0.946625	0.99725	0.96825	0.131375	0.925125	0	0
550	0.971125	0.94825	0.95375	0.997375	0.97425	0.206875	0.943375	0	0
560	0.976125	0.9585	0.958625	0.99775	0.979125	0.2925	0.952875	0	0
570	0.97975	0.9645	0.963	0.997875	0.98275	0.392625	0.960375	0.002125	0
580	0.981875	0.96975	0.96625	0.998	0.984625	0.491625	0.9655	0.010125	0
590	0.984625	0.974	0.96975	0.998125	0.987125	0.582375	0.96975	0.023375	0
600	0.98575	0.97875	0.971875	0.99825	0.9895	0.66675	0.97375	0.053375	0
610	0.98725	0.980875	0.973375	0.998375	0.990875	0.746875	0.977125	0.093125	0
620	0.9885	0.983	0.97575	0.9985	0.992	0.8095	0.9795	0.138125	0
630	0.99	0.985	0.97875	0.9985	0.992875	0.854125	0.98225	0.189875	0
640	0.9915	0.98675	0.980375	0.9985	0.993875	0.889375	0.983625	0.249625	0
650	0.99275	0.9885	0.9815	0.998625	0.994625	0.915	0.9845	0.317	0
660	0.993125	0.99	0.98275	0.99875	0.995125	0.93175	0.985875	0.371625	0
670	0.993625	0.990875	0.984375	0.99875	0.995375	0.942375	0.9865	0.42525	0
680	0.994125	0.991125	0.986125	0.99875	0.995875	0.951125	0.98725	0.478125	0
690	0.99475	0.992	0.988	0.99875	0.996375	0.959125	0.988	0.52225	0
700	0.994875	0.99275	0.989375	0.99875	0.9965	0.965	0.988625	0.56725	0
710	0.99525	0.993625	0.990375	0.99875	0.99675	0.971	0.98975	0.619625	0
720	0.99575	0.993875	0.991	0.999125	0.996875	0.97425	0.990375	0.678125	0
730	0.996125	0.994375	0.991625	0.999125	0.997125	0.977	0.991125	0.734375	0
740	0.9965	0.994875	0.992625	0.999125	0.997375	0.9805	0.991625	0.782375	0.000125
750	0.996625	0.995375	0.993125	0.999125	0.99775	0.98225	0.992	0.826625	0.0005
760	0.997	0.995375	0.99375	0.999125	0.99775	0.98425	0.992625	0.8615	0.001
770	0.997	0.9955	0.9945	0.99925	0.997875	0.986	0.992875	0.889625	0.002875
780	0.997	0.996125	0.99475	0.999375	0.998125	0.98775	0.993125	0.913625	0.007375
790	0.99725	0.996375	0.995625	0.999375	0.99825	0.98875	0.994	0.92975	0.01475
800	0.9975	0.996875	0.99575	0.999375	0.998625	0.989125	0.994625	0.9425	0.02525
